Name,Latitude,Longitude,Country,State/Province
Geonoma,-28.182222,-49.393611,Brazil,Santa Catarina
Geonoma,-28.182222,-49.393611,Brazil,Santa Catarina
Geonoma,-28.484444,-49.256667,Brazil,Santa Catarina
Geonoma,-22.821389,-43.523889,Brazil,Rio de Janeiro
Geonoma,-22.821389,-43.523889,Brazil,Rio de Janeiro
Geonoma,-28.186667,-49.212778,Brazil,Santa Catarina
Geonoma,-28.158889,-49.392222,Brazil,Santa Catarina
Geonoma,-1.82856,-50.63867,Brazil,Pará
Geonoma,-24.104722,-52.316389,Brazil,Paraná
Geonoma,-16.1125,-42.721944,Brazil,Minas Gerais
Geonoma,-9,-35.865,Brazil,Alagoas
Geonoma,-20.598333,-40.423333,Brazil,Espírito Santo
Geonoma,-8.393611,-63.585833,Brazil,Rondônia
Geonoma,-8.999999,-35.865006,Brazil,Alagoas
Geonoma,-8.2297,-63.3469,Brazil,Rondônia
Geonoma,-8.2297,-63.3469,Brazil,Rondônia
Geonoma,-8.393611,-63.585833,Brazil,Rondônia
Geonoma,-22.568056,-43.467778,Brazil,Rio de Janeiro
Geonoma,-22.568056,-43.467778,Brazil,Rio de Janeiro
Geonoma,-22.568056,-43.467778,Brazil,Rio de Janeiro
Geonoma,-22.568056,-43.467778,Brazil,Rio de Janeiro
Geonoma,-22.568056,-43.467778,Brazil,Rio de Janeiro
Geonoma,-21.709167,-43.899444,Brazil,Minas Gerais
Geonoma,-22.580556,-43.477778,Brazil,Rio de Janeiro
Geonoma,-22.580556,-43.477778,Brazil,Rio de Janeiro
Geonoma,-22.580556,-43.477778,Brazil,Rio de Janeiro
Geonoma,-20.195833,-41.308056,Brazil,Espírito Santo
Geonoma,-28.156389,-49.392222,Brazil,Santa Catarina
Geonoma,-22.568056,-43.467778,Brazil,Rio de Janeiro
Geonoma,-22.568056,-43.467778,Brazil,Rio de Janeiro
Geonoma,-10.4558,-37.2029,Brazil,Sergipe
Geonoma,-19.806389,-40.703611,Brazil,Espírito Santo
Geonoma,-22.538889,-43.426111,Brazil,Rio de Janeiro
Geonoma,-22.534722,-43.430278,Brazil,Rio de Janeiro
Geonoma,-22.534722,-43.430278,Brazil,Rio de Janeiro
Geonoma,-22.377778,-42.487222,Brazil,Rio de Janeiro
Geonoma,-22.377778,-42.487222,Brazil,Rio de Janeiro
Geonoma,-1.423889,-48.426111,Brazil,Pará
Geonoma,-22.435833,-42.524722,Brazil,Rio de Janeiro
Geonoma,-21.786111,-41.615833,Brazil,Rio de Janeiro
Geonoma,-21.868056,-41.720833,Brazil,Rio de Janeiro
Geonoma,-21.784167,-41.617222,Brazil,Rio de Janeiro
Geonoma,-22.404444,-42.428889,Brazil,Rio de Janeiro
Geonoma,-22.438055,-42.529722,Brazil,Rio de Janeiro
Geonoma,-22.373056,-42.497222,Brazil,Rio de Janeiro
Geonoma,-22.373056,-42.497222,Brazil,Rio de Janeiro
Geonoma,-15.161389,-43.031389,Brazil,Minas Gerais
Geonoma,-19.806389,-40.703611,Brazil,Espírito Santo
